FID,FeatId1,Route_Name,Route_Numb,Route_Dire,Bus_Orient,Bus_Stop_I,On_Street,At_Street,Location_O,Location_A,X,Y
0,1138,Lauzon 10,0, , ,0,Anchor,Jamieson Entrance, , ,-82.90900712,42.29651651
1,1137,Central 3,0, , ,0,Central,Temple, , ,-82.97167591,42.28690325
2,1136,Parent 14,0, , ,0,Marentette,South Service, , ,-83.00055865,42.27824015
3,1135,Parent 14,0, , ,0,South Service,Devon, , ,-82.99828038,42.2800622
4,1134,Parent 14,0, , ,0,South Service,Devon, , ,-82.99842716,42.27983327
5,1133,Parent 14,0, , ,0,Marentette,South Service, , ,-83.00026619,42.27812374
6,1132,Lauzon 10,0, , ,0,Wyandotte,Martinique, , ,-82.92421831,42.33365347
7,1131,Lauzon 10,0, , ,0,Wyandotte,Florence, , ,-82.91906352,42.33374466
8,1130,Lauzon 10,0, , ,0,Wyandotte,Clover, , ,-82.91599771,42.33378165
9,1129,Lauzon 10,0, , ,0,Wyandotte,Greenpark, , ,-82.90694158,42.33240532
10,1128,Lauzon 10,0, , ,0,Greenpark,Amalfi, , ,-82.90698509,42.33448236
11,1127,Lauzon 10,0, , ,0,Clover,Firgrove, , ,-82.9120792,42.3206204
12,1126,Lauzon 10,0, , ,0,WFCU Centre,Main Entrance, , ,-82.92808152,42.31977334
13,1125,Lauzon 10,0, , ,0,WFCU Centre,Main Entrance, , ,-82.92887647,42.31959984
14,1124,Lauzon 10,0, , ,0,Banwell,Wildwood, , ,-82.89933082,42.3065591
15,1123,Lauzon 10,0, , ,0,Anchor,CS Wind, , ,-82.91260744,42.29584465
16,1122,Lauzon 10,0, , ,0,Anchor,Green Shield, , ,-82.91727104,42.29500426
17,1121,Lauzon 10,0, , ,0,Anchor,Twin Oaks, , ,-82.91843104,42.29293567
18,1120,Lauzon 10,0, , ,0,Forest Glade,Meadowbrook, , ,-82.92503473,42.29890103
19,1119,Lauzon 10,0, , ,0,Lauzon,Forest Glade, , ,-82.92299746,42.2998788
20,1118,Lauzon 10,0, , ,0,Lauzon,Vince, , ,-82.92722103,42.30670359
21,1117,Walkerville 8,0, , ,0,North Talbot,Old West, , ,-82.97774062,42.24236562
22,1116,Transway 1C,0, , ,0,Tecumseh,Forest, , ,-83.00945309,42.29934574
23,1115,South Windsor 7,0, , ,0,St Clair,Front Entrance, , ,-83.01772951,42.24612438
24,1114,Dougall 6,0, , ,0,St Clair,Front Entrance, , ,-83.01786306,42.24608867
25,1113,Transway 1A,0, , ,0,Howard,Memorial, , ,-83.01347541,42.29141932
26,1112,Transway 1A,0, , ,0,Sydney,Division, , ,-83.00080397,42.2710438
27,1111,Walkerville 8,0, , ,0,Lincoln,Lens, , ,-83.00166111,42.29942147
28,1110,Walkerville 8,0, , ,0,Lincoln,Lens, , ,-83.00134538,42.29918156
29,1109,Walkerville 8,0, , ,0,Ypres,Chilver, , ,-82.99678527,42.29565359
30,1108,Walkerville 8,0, , ,0,Ypres,Chilver, , ,-82.99698199,42.29537853
31,1107,Lauzon 10,0, , ,0,McHugh,Florence, , ,-82.92177853,42.3193055
32,1106,Lauzon 10,0, , ,0,Little River,Banwell, , ,-82.90394171,42.32565438
33,1105,Ottawa 4,0, , ,0,Giles,Mercer, , ,-83.02513905,42.30773054
34,1104,Central 3,0, , ,0,Crawford,Wyandotte, , ,-83.04676525,42.31008557
35,1103,Walkerville 8,0, , ,0,Riverside,McDougall, , ,-83.03514506,42.32080645
36,1102,Dominion 5,0, , ,0,Riverside,Caron, , ,-83.04812306,42.31773191
37,1101,Crosstown 2,0, , ,0,Wyandotte,St Paul, , ,-82.94531042,42.33309683
38,1100,Transway 1C,0, , ,0,Victoria,University, , ,-83.04110202,42.31727281
39,1099,Ottawa 4,0, , ,0,Ouellette,Wyandotte, , ,-83.03680692,42.31378132
40,1098,Dougall 6,0, , ,0,Bruce,Elliott, , ,-83.04084376,42.30998558
41,1097,Walkerville 8,0, , ,0,Walker,Provincial, , ,-82.96276695,42.25071015
42,1096,Walkerville 8,0, , ,0,Walker,Provincial, , ,-82.96302519,42.25147431
43,1095,Central 3,0, , ,0,Rhodes,Wheelton, , ,-82.96601425,42.28181575
44,1094,Central 3,0, , ,0,Erie,Parent, , ,-83.0198583,42.31381669
45,1093,South Windsor 7,0, , ,0,Malden,Orford, , ,-83.06084173,42.24899702
46,1092,Parent 14,0, , ,0,Devonshire Mall,Moxie's, , ,-82.99965546,42.27377751
47,1091,South Windsor 7,0, , ,0,Devonshire Mall,Moxies, , ,-82.9997826,42.27373955
48,1090,Lauzon 10,0, , ,0,McHugh,Cypress, , ,-82.91829104,42.3187027
49,1089,Lauzon 10,0, , ,0,McHugh,Cypress, , ,-82.91851756,42.31888817
50,1088,Central 3,0, , ,0,Erie,Marion, , ,-83.01857494,42.31442458
51,1087,Transway 1C,0, , ,0,Tecumseh,Rossini, , ,-82.97431564,42.30628382
52,1086,Transway 1A,0, , ,0,Howard,Tecumseh, , ,-83.01690809,42.29728859
53,1085,Transway 1A,0, , ,0,Transit Terminal,Chatham, , ,-83.04315226,42.31756414
54,1084,Transway 1A,0, , ,0,Ouellette,Chatham, , ,-83.03937821,42.31789027
55,1083,Transway 1A,0, , ,0,Ouellette,Park, , ,-83.03809538,42.3159434
56,1082,Transway 1A,0, , ,0,Ouellette,Wyandotte, , ,-83.03663273,42.31350682
57,1081,Transway 1A,0, , ,0,Ouellette,Elliott, , ,-83.03516762,42.31133164
58,1080,Transway 1A,0, , ,0,Ouellette,Erie, , ,-83.03332924,42.30844017
59,1079,Transway 1A,0, , ,0,Ouellette,Pine, , ,-83.03233737,42.30690611
60,1078,Transway 1A,0, , ,0,Ouellette,Giles, , ,-83.03094825,42.30471317
61,1077,Transway 1A,0, , ,0,Ouellette,Montrose, , ,-83.03032141,42.30373603
62,1076,Transway 1A,0, , ,0,Ouellette,Ellis, , ,-83.02907535,42.30180259
63,1075,Transway 1A,0, , ,0,Ouellette,Shepherd, , ,-83.02806141,42.30023044
64,1074,Transway 1A,0, , ,0,Ouellette,Hanna, , ,-83.02645939,42.29773507
65,1073,Transway 1A,0, , ,0,Tecumseh,Ouellette, , ,-83.02405982,42.2965613
66,1072,Transway 1A,0, , ,0,Tecumseh,McDougall, , ,-83.02164562,42.29700697
67,1071,Transway 1C,0, , ,0,Tecumseh,Howard, , ,-83.01749975,42.29781946
68,1070,Transway 1A,0, , ,0,Howard,Logan, , ,-83.01566434,42.29505026
69,1069,Transway 1A,0, , ,0,Howard,Lens, , ,-83.01400298,42.2923143
70,1068,Transway 1A,0, , ,0,Howard,Eugenie, , ,-83.01285716,42.28788197
71,1067,Transway 1A,0, , ,0,Howard,McDougall, , ,-83.01245615,42.28533529
72,1066,Transway 1A,0, , ,0,Howard,Edinborough, , ,-83.01131905,42.28350453
73,1065,Transway 1A,0, , ,0,Howard,Charles, , ,-83.01016795,42.28173303
74,1064,Transway 1A,0, , ,0,Howard,Grand Marais, , ,-83.0088026,42.27956001
75,1063,Transway 1A,0, , ,0,Howard,Roundhouse Centre, , ,-83.00540884,42.2741855
76,1062,Transway 1A,0, , ,0,Devonshire Mall,Moxies, , ,-82.99996187,42.27368311
77,1061,Transway 1A,0, , ,0,Howard,Devonshire Mall, , ,-83.0048136,42.2739089
78,1060,Transway 1A,0, , ,0,Howard,Grand Marais, , ,-83.00845921,42.27956358
79,1059,Transway 1A,0, , ,0,Howard,Charles, , ,-83.00969613,42.28145765
80,1058,Transway 1A,0, , ,0,Howard,Edinborough, , ,-83.01079637,42.28323161
81,1057,Transway 1A,0, , ,0,Howard,McDougall, , ,-83.01209109,42.28524977
82,1056,Transway 1A,0, , ,0,Howard,Hildegarde, , ,-83.01263305,42.2867092
83,1055,Transway 1A,0, , ,0,Howard,Eugenie, , ,-83.0124804,42.28876917
84,1054,Transway 1A,0, , ,0,Howard,Lens, , ,-83.01376322,42.29242478
85,1053,Transway 1A,0, , ,0,Howard,Foch, , ,-83.01466997,42.29383413
86,1052,Transway 1A,0, , ,0,Howard,Logan, , ,-83.01579264,42.29562584
87,1051,Transway 1A,0, , ,0,Tecumseh,Howard, , ,-83.01780282,42.29797623
88,1050,Transway 1A,0, , ,0,Tecumseh,McDougall, , ,-83.02055287,42.29744986
89,1049,Transway 1A,0, , ,0,Tecumseh,Goyeau, , ,-83.02377069,42.296828
90,1048,Transway 1A,0, , ,0,Ouellette,Tecumseh, , ,-83.02559176,42.29694077
91,1047,Transway 1A,0, , ,0,Ouellette,Hanna, , ,-83.02651231,42.29825554
92,1046,Transway 1A,0, , ,0,Ouellette,Shepherd, , ,-83.02812545,42.30081596
93,1045,Transway 1A,0, , ,0,Ouellette,Ellis, , ,-83.02921382,42.30251634
94,1044,Transway 1A,0, , ,0,Ouellette,Montrose, , ,-83.03036329,42.30423523
95,1043,Transway 1A,0, , ,0,Ouellette,Giles, , ,-83.03133957,42.30575091
96,1042,Transway 1A,0, , ,0,Ouellette,Pine, , ,-83.03231029,42.3073124
97,1041,Transway 1A,0, , ,0,Ouellette,Erie, , ,-83.03368326,42.30940244
98,1040,Transway 1A,0, , ,0,Ouellette,Ouellette Manor, , ,-83.03431643,42.31039386
99,1039,Transway 1A,0, , ,0,Ouellette,Elliott, , ,-83.03544072,42.31213527
100,1038,Transway 1A,0, , ,0,Ouellette,Wyandotte, , ,-83.03689292,42.3144248
101,1037,Transway 1A,0, , ,0,Ouellette,Park, , ,-83.03834548,42.31662817
102,1036,Transway 1A,0, , ,0,Chatham,Ouellette, , ,-83.03996678,42.31821719
103,1035,Transway 1C,0, , ,0,College Ave,Community Centre, , ,-83.07090131,42.29613592
104,1034,Transway 1C,0, , ,0,College,South, , ,-83.07329751,42.29324552
105,1033,Transway 1C,0, , ,0,College,Prince, , ,-83.07530037,42.29004517
106,1032,Transway 1C,0, , ,0,Prince,Carmichael, , ,-83.07369347,42.28926649
107,1031,Transway 1C,0, , ,0,Prince,Barrymore, , ,-83.07191147,42.28881892
108,1030,Transway 1C,0, , ,0,Prince,Mulford, , ,-83.06971595,42.28827687
109,1029,Transway 1C,0, , ,0,Prince,Vaughan, , ,-83.06729481,42.28768197
110,1028,Transway 1C,0, , ,0,Prince,Glenfield, , ,-83.06355912,42.28675339
111,1027,Transway 1C,0, , ,0,Prince,Whitney, , ,-83.0609339,42.28610748
112,1026,Transway 1C,0, , ,0,Dorchester,Redwood, , ,-83.05954539,42.28663423
113,1025,Transway 1C,0, , ,0,Felix,Tecumseh, , ,-83.06199801,42.28886141
114,1024,Transway 1C,0, , ,0,Felix,Manchester, , ,-83.06418738,42.29072438
115,1023,Transway 1C,0, , ,0,Felix,Girardot, , ,-83.06644932,42.29405962
116,1022,Transway 1C,0, , ,0,Felix,Millen, , ,-83.06764094,42.29593339
117,1021,Transway 1C,0, , ,0,Felix,College, , ,-83.06861545,42.29749733
118,1020,Transway 1C,0, , ,0,Felix,Linwood, , ,-83.06999915,42.29960483
119,1019,Transway 1C,0, , ,0,Mill,Donnelly, , ,-83.07184467,42.30081255
120,1018,Transway 1C,0, , ,0,Mill,Sandwich, , ,-83.07538579,42.30201691
121,1017,Transway 1C,0, , ,0,Sandwich,Detroit, , ,-83.07423234,42.30483092
122,1016,Transway 1C,0, , ,0,University,Huron Church, , ,-83.0705684,42.30789153
123,1015,Transway 1C,0, , ,0,University,Patricia, , ,-83.06863181,42.30856691
124,1014,Transway 1C,0, , ,0,University,California, , ,-83.06605891,42.30938809
125,1013,Transway 1C,0, , ,0,University,Randolph, , ,-83.0635312,42.31019444
126,1012,Transway 1C,0, , ,0,University,Partington, , ,-83.06161251,42.31077698
127,1011,Transway 1C,0, , ,0,University,Campbell, , ,-83.05857025,42.31173942
128,1010,Transway 1C,0, , ,0,University,Cameron, , ,-83.05417923,42.31314412
129,1009,Transway 1C,0, , ,0,University,Wellington, , ,-83.05219707,42.3137555
130,1008,Transway 1C,0, , ,0,University,Crawford, , ,-83.04975061,42.31453228
131,1007,Transway 1C,0, , ,0,University,Caron, , ,-83.046878,42.31545749
132,1006,Transway 1C,0, , ,0,University,Bruce, , ,-83.04512604,42.31600138
133,1005,Transway 1C,0, , ,0,Transit Terminal,Chatham, , ,-83.04352127,42.31784324
134,1004,Transway 1C,0, , ,0,Tecumseh,Marentette, , ,-83.01307946,42.29868752
135,1003,Transway 1C,0, , ,0,Tecumseh,Parent, , ,-83.01077213,42.2990891
136,1002,Transway 1C,0, , ,0,Tecumseh,Parkwood, , ,-83.00659975,42.29989755
137,1001,Transway 1C,0, , ,0,Tecumseh,Moy, , ,-83.00438055,42.30034069
138,1000,Transway 1C,0, , ,0,Tecumseh,Lincoln, , ,-83.00207017,42.30077394
139,999,Transway 1C,0, , ,0,Tecumseh,Kildare, , ,-82.9988901,42.30139391
140,998,Transway 1C,0, , ,0,Tecumseh,Byng, , ,-82.99604949,42.30192467
141,997,Transway 1C,0, , ,0,Tecumseh,Walker, , ,-82.99297184,42.30250206
142,996,Transway 1C,0, , ,0,Tecumseh,Cadillac, , ,-82.98765958,42.30355106
143,995,Transway 1C,0, , ,0,Tecumseh,Chandler, , ,-82.98565966,42.30392532
144,994,Transway 1C,0, , ,0,Tecumseh,Meldrum, , ,-82.98313956,42.3044128
145,993,Transway 1C,0, , ,0,Tecumseh,Central, , ,-82.97960166,42.30508407
146,992,Transway 1C,0, , ,0,Tecumseh,Aubin, , ,-82.97705138,42.30556771
147,991,Transway 1C,0, , ,0,Tecumseh,George, , ,-82.97487733,42.30598771
148,990,Transway 1C,0, , ,0,Tecumseh,Rossini, , ,-82.97269872,42.30640059
149,989,Transway 1C,0, , ,0,Tecumseh,Francois, , ,-82.97077814,42.30676847
150,988,Transway 1C,0, , ,0,Tecumseh,Pillette, , ,-82.96745579,42.30740148
151,987,Transway 1C,0, , ,0,Tecumseh,Norman, , ,-82.96544884,42.307769
152,986,Transway 1C,0, , ,0,Tecumseh,Westminster, , ,-82.96341855,42.30812276
153,985,Transway 1C,0, , ,0,Tecumseh,Ford, , ,-82.96024252,42.30872306
154,984,Transway 1C,0, , ,0,Rivard,Tecumseh, , ,-82.95795973,42.30867934
155,983,Transway 1C,0, , ,0,Rivard,Adstoll, , ,-82.95715201,42.30764056
156,982,Transway 1C,0, , ,0,Rivard,Adstoll, , ,-82.95681176,42.30645702
157,981,Transway 1C,0, , ,0,Rivard,Rose, , ,-82.9556883,42.30467366
158,980,Transway 1C,0, , ,0,Rose,Jos St Louis, , ,-82.95383232,42.30509927
159,979,Transway 1C,0, , ,0,Rose,Clemenceau, , ,-82.95152761,42.30589812
160,978,Transway 1C,0, , ,0,Rose,Lloyd George, , ,-82.95010374,42.30637339
161,977,Transway 1C,0, , ,0,Roseville Garden,Thornberry, , ,-82.94730672,42.3072213
162,976,Transway 1C,0, , ,0,Roseville Garden,Thornberry, , ,-82.94481937,42.30797518
163,975,Transway 1C,0, , ,0,Roseville Garden,Charlie Brook, , ,-82.94288562,42.3092494
164,974,Transway 1C,0, , ,0,Roseville Garden,Tecumseh, , ,-82.94432338,42.31157845
165,973,Transway 1C,0, , ,0,Tecumseh,Eastpark Plaza, , ,-82.94273414,42.31201792
166,972,Transway 1C,0, , ,0,Tecumseh Mall,Rear Entrance, , ,-82.93634298,42.31596886
167,971,Transway 1C,0, , ,0,Tecumseh,Lauzon Pkwy, , ,-82.93692011,42.31311735
168,970,Transway 1C,0, , ,0,Tecumseh,Annie, , ,-82.93406751,42.31366595
169,969,Transway 1C,0, , ,0,Tecumseh,Lauzon, , ,-82.93085407,42.31408661
170,968,Transway 1C,0, , ,0,Tecumseh,Canadian Tire, , ,-82.92838893,42.31416239
171,967,Transway 1C,0, , ,0,Tecumseh,Rafih Auto Mall, , ,-82.9243419,42.31424133
172,966,Transway 1C,0, , ,0,Tecumseh,Penang, , ,-82.92219297,42.31418374
173,965,Transway 1C,0, , ,0,Tecumseh,Forest Glade, , ,-82.91979159,42.31407382
174,964,Transway 1C,0, , ,0,Forest Glade,Tecumseh, , ,-82.91695128,42.31377667
175,963,Transway 1C,0, , ,0,Forest Glade,Eastcourt, , ,-82.91624302,42.31083338
176,962,Transway 1C,0, , ,0,Forest Glade,Ridge, , ,-82.91581532,42.3090822
177,961,Transway 1C,0, , ,0,Forest Glade,Wildwood, , ,-82.91405324,42.30689491
178,960,Transway 1C,0, , ,0,Forest Glade,Mulberry, , ,-82.9129181,42.30476737
179,959,Transway 1C,0, , ,0,Forest Glade,Elmwood, , ,-82.91302328,42.30351211
180,958,Transway 1C,0, , ,0,Rosebriar,Wildwood, , ,-82.91202062,42.30072446
181,957,Transway 1C,0, , ,0,Wildwood,Holly, , ,-82.91318275,42.30004031
182,956,Transway 1C,0, , ,0,Wildwood,Hemlock, , ,-82.91586769,42.29923952
183,955,Transway 1C,0, , ,0,Wildwood,Midfield, , ,-82.91831542,42.29970412
184,954,Transway 1C,0, , ,0,Wildwood,Forest Glade, , ,-82.91913666,42.3016117
185,953,Transway 1C,0, , ,0,Wildwood,Beachdale, , ,-82.91859053,42.30415884
186,952,Transway 1C,0, , ,0,Wildwood,Apple, , ,-82.91590781,42.30605887
187,951,Transway 1C,0, , ,0,Wildwood,Forest Glade, , ,-82.9143182,42.30701212
188,950,Transway 1C,0, , ,0,Forest Glade,Ridge, , ,-82.91565474,42.30934734
189,949,Transway 1C,0, , ,0,Forest Glade,Eastcourt, , ,-82.91592,42.31041746
190,948,Transway 1C,0, , ,0,Forest Glade,Tecumseh, , ,-82.91666138,42.31345268
191,947,Transway 1C,0, , ,0,Tecumseh,Forest Glade, , ,-82.91817379,42.31421767
192,946,Transway 1C,0, , ,0,Tecumseh,Penang, , ,-82.92082781,42.31432834
193,945,Transway 1C,0, , ,0,Tecumseh,Rafih Auto Mall, , ,-82.92476019,42.31443833
194,944,Transway 1C,0, , ,0,Tecumseh,Canadian Tire, , ,-82.92867511,42.31436703
195,943,Transway 1C,0, , ,0,Tecumseh,Lauzon, , ,-82.93136673,42.31437503
196,942,Transway 1C,0, , ,0,Tecumseh,Annie, , ,-82.93499511,42.31380197
197,941,Transway 1C,0, , ,0,Tecumseh,Lauzon Pkwy, , ,-82.93788079,42.31323876
198,940,Transway 1C,0, , ,0,Tecumseh Mall,Rear Entrance, , ,-82.93654734,42.31610573
199,939,Transway 1C,0, , ,0,Tecumseh,Walmart, , ,-82.94192743,42.31245197
200,938,Transway 1C,0, , ,0,Roseville Garden,Tecumseh, , ,-82.94440028,42.31136562
201,937,Transway 1C,0, , ,0,Roseville Garden,Charlie Brook, , ,-82.94304043,42.3092773
202,936,Transway 1C,0, , ,0,Roseville Garden,Thornberry, , ,-82.94512672,42.30797267
203,935,Transway 1C,0, , ,0,Roseville Garden,Thornberry, , ,-82.94741391,42.30728734
204,934,Transway 1C,0, , ,0,Rose,Jefferson, , ,-82.94993249,42.30654962
205,933,Transway 1C,0, , ,0,Rose,Jos St Louis, , ,-82.95362394,42.30529721
206,932,Transway 1C,0, , ,0,Rose,Rivard, , ,-82.95518838,42.3047486
207,931,Transway 1C,0, , ,0,Rivard,Adstoll, , ,-82.95676593,42.30696162
208,930,Transway 1C,0, , ,0,Tecumseh,Ford, , ,-82.95976096,42.30901956
209,929,Transway 1C,0, , ,0,Tecumseh,Buckingham, , ,-82.96175428,42.3086447
210,928,Transway 1C,0, , ,0,Tecumseh,Westminster, , ,-82.96413403,42.3082038
211,927,Transway 1C,0, , ,0,Tecumseh,Norman, , ,-82.96619402,42.30783058
212,926,Transway 1C,0, , ,0,Tecumseh,Pillette, , ,-82.96788995,42.30751752
213,925,Transway 1C,0, , ,0,Tecumseh,Ellrose, , ,-82.96977567,42.30715557
214,924,Transway 1C,0, , ,0,Tecumseh,George, , ,-82.9763785,42.30588237
215,923,Transway 1C,0, , ,0,Tecumseh,Westcott, , ,-82.97875782,42.30543791
216,922,Transway 1C,0, , ,0,Tecumseh,Central, , ,-82.9808515,42.30504613
217,921,Transway 1C,0, , ,0,Tecumseh,Meldrum, , ,-82.98403227,42.30443813
218,920,Transway 1C,0, , ,0,Tecumseh,Chandler, , ,-82.98611809,42.30403513
219,919,Transway 1C,0, , ,0,Tecumseh,Hickory, , ,-82.98932263,42.3034631
220,918,Transway 1C,0, , ,0,Tecumseh,Factoria, , ,-82.99281551,42.30275356
221,917,Transway 1C,0, , ,0,Tecumseh,Turner, , ,-82.99540841,42.30226515
222,916,Transway 1C,0, , ,0,Tecumseh,Durham, , ,-82.99713401,42.30192761
223,915,Transway 1C,0, , ,0,Tecumseh,Kildare, , ,-82.999947,42.30138351
224,914,Transway 1C,0, , ,0,Tecumseh,Lincoln, , ,-83.00279978,42.30083376
225,913,Transway 1C,0, , ,0,Tecumseh,Gladstone, , ,-83.00390912,42.30062125
226,912,Transway 1C,0, , ,0,Tecumseh,Hall, , ,-83.00636416,42.30014662
227,911,Transway 1C,0, , ,0,Tecumseh,Benjamin, , ,-83.00901373,42.29964266
228,910,Transway 1C,0, , ,0,Tecumseh,Parent, , ,-83.01100935,42.29925835
229,909,Transway 1C,0, , ,0,Tecumseh,Marentette, , ,-83.01398108,42.29869537
230,908,Transway 1C,0, , ,0,Tecumseh,Windsor Health Centre, , ,-83.01535964,42.29844752
231,907,Transway 1C,0, , ,0,Tecumseh,Howard, , ,-83.01682179,42.29819779
232,906,Transway 1C,0, , ,0,University,Ouellette, , ,-83.03955769,42.31754313
233,905,Transway 1C,0, , ,0,Transit Terminal,Chatham, , ,-83.04332091,42.31744764
